Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Households (tot_hh),Farm Activity Households (farm_activity_hhs),Non-Farm Activity Households (non_farm_activity_hhs),Government Seed Centres Available (govt_seed_centres),Watershed Development Projects Available (watershed_dev_projects),Community Rainwater Harvesting Systems Available (community_rainwater_harvesting),Farmer Collectives Available (farmers_collectives),Food Grain Warehouses Available (food_grain_warehouses),Primary Processing Facilities Available (primary_processing_facilities),Custom Hiring Centres Available (custom_hiring_centres)
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173513","Chorgaon","541246","Adegaon",39,33,5,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173513","Chorgaon","541247","Khandala Rith",2,2,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173513","Chorgaon","541248","Chorgaon",289,189,59,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173513","Chorgaon","541266","Mamala",33,32,1,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173530","Nimbala","541265","Nimbala",201,150,51,false,false,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173526","Morwa","541304","Morwa",417,104,313,false,true,true,"No",true,true,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173528","Nagala (Si)","541307","Wandhari",131,42,78,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173528","Nagala (Si)","541312","Chichala",1085,69,779,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173528","Nagala (Si)","541313","Nagala",198,98,89,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173516","Dhanora","541328","Dhanora",470,368,102,true,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173523","Lohara","541284","Lohara",415,28,315,false,true,true,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173512","Chichpalli","541288","Chichpali",360,250,100,false,false,true,"FPOs",false,false,true
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173512","Chichpalli","541294","Jambharala",250,50,30,false,false,true,"Both",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173518","Ghugus","541339","Ghugus (Ct)",7438,46,7392,true,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173539","Sidur","541321","Sidur",250,170,67,false,false,true,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173546","Wadha","541327","Wadha",222,49,12,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173524","Marda","541330","Marada",470,259,29,false,false,false,"No",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173534","Paili Bhatali","541244","Vadholi",115,15,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173534","Paili Bhatali","541252","Chincholi",140,40,20,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173534","Paili Bhatali","909062","Kadholi",120,24,13,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173534","Paili Bhatali","909063","Bhatali",695,26,23,true,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173521","Kolsa","541258","Kolasa",60,39,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173521","Kolsa","541259","Doni",85,39,19,false,false,true,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173521","Kolsa","541260","Zari",39,19,14,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173521","Kolsa","541261","Pahami",39,25,14,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173521","Kolsa","541262","Peth",29,19,9,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173537","Sakharwahi","541298","Sakharwahi",218,97,97,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173549","Wendhali","541320","Mahakurla",432,242,190,true,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173549","Wendhali","541322","Vendali",314,250,62,true,false,true,"PACS",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173514","Datala","541310","Datala",422,7,362,false,true,false,"No",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173514","Datala","541311","Sonurli",10,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173531","Padmapur","541245","Agarzari",98,49,19,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173531","Padmapur","541250","Kitali",59,19,19,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173531","Padmapur","541253","Mingaon",9,2,5,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173531","Padmapur","541254","Padamapur",332,59,19,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173531","Padmapur","541255","Mhasala Tukum",59,29,19,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4355","Chandrapur","173531","Padmapur","909060","Msara Rith",20,19,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173461","Jawarbodi Mendha","540801","Jawarabodi Mendha",305,238,67,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173461","Jawarbodi Mendha","540802","Akapur Rupala",82,78,4,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173455","Chorti","540785","Bhaghwanpur",145,120,15,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173455","Chorti","540786","Chorti",377,350,27,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173496","Sondri","540745","Sondri",358,300,58,false,false,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173471","Kolari","540726","Kolari",317,312,5,false,true,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173470","Khini","540780","Kinhi",348,325,23,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173460","Hardoli","540740","Hardoli",258,200,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173482","Mudza","540776","Boddegaon",7,4,2,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173482","Mudza","540860","Mudaza",734,660,74,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173473","Kothulna Makta","540746","Navegaon Makta",154,111,10,false,false,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173473","Kothulna Makta","540747","Kothulna",132,111,10,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173493","Rui","540805","Rui",420,386,10,false,true,true,"No",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173493","Rui","540808","Belpatali",168,158,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173489","Pimpalgaon","540737","Pimpalgaon",1166,500,200,false,false,false,"No",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173489","Pimpalgaon","540748","Khamb Talodhi",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173449","Chandali","540752","Chandali",253,247,1,false,true,true,"PACS",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173458","Gogaon","540830","Gogaon",507,478,29,false,true,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173472","Kosambi (Khadas)","540838","Kosambi Khadasmara",330,330,0,false,false,true,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173495","Sawalgaon","540742","Sawalgaon",280,250,6,false,false,false,"No",false,false,false
"2020","27","Maharashtra","494","Satara","4568","Satara","190197","Bendwadi","563896","Bendwadi",80,40,40,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173498","Surbodi","540744","Surbodi",231,210,21,false,false,true,"No",true,true,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173454","Chincholi","540741","Chicholi Bk",486,300,121,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173484","Nandgaon (Jani)","540734","Nandgaon Jani",595,582,13,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173444","Borgaon","540771","Borgaon",282,280,2,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173464","Kaleta","540753","Kaleta",335,311,24,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173464","Kaleta","540754","Uchali",83,75,8,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173464","Kaleta","540755","Uchali Chak",1,1,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173483","Mui","540809","Mui",250,200,50,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173475","Ladaj","540738","Ladaj",343,143,200,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173439","Awalgaon","540840","Awalgaon",1152,700,352,true,false,true,"No",false,false,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173463","Kalamgaon","540825","Rudrapur Rith",1,0,0,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173463","Kalamgaon","540828","Kalamgaon",323,300,23,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173459","Halda","540839","Chak Kosambi Rith",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173459","Halda","540857","Halda",1032,815,217,false,true,true,"No",false,false,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173435","Adyal (Jani)","540763","Adyal Gaonganna",101,85,16,false,true,true,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173435","Adyal (Jani)","540764","Adyal Tukum",349,322,27,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173485","Nanhori","540733","Nanhori",744,453,10,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173497","Sonegaon","540743","Sonegaon",365,300,65,true,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173446","Betala","540775","Betala",391,360,10,true,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173443","Bhaleshwar","540735","Bhaleshwar",130,105,25,false,false,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237134","Kitadi","540848","Chitak Bodra Navegaon",46,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237134","Kitadi","540849","Palasgaon Makta",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237134","Kitadi","540850","Lohar Dongari",15,12,3,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237134","Kitadi","540851","Kitadi",208,12,12,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173441","Baradkinhi","540831","Baradkinhi",754,612,142,true,false,true,"PACS",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","540812","Budhewada",1,0,0,false,false,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","540813","Tekari Rith",1,0,0,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","540814","Ratnapur Rith",1,0,0,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","540816","Manikpur Rith",1,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","540821","Mendaki",1438,861,161,false,true,false,"No",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","540823","Bhanapur Tukum Rith",1,0,0,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","909017","Gaydogari Rith",1,0,0,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173481","Mendki","909018","Manapur Rith",1,0,0,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237135","Zilbodi","540772","Zilbodi",205,131,12,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237135","Zilbodi","540773","Parsodi Jani",75,12,60,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173474","Kudesaoli","540859","Kudesawali",444,380,64,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173452","Chichkheda","540826","Ganeshpur",162,120,28,false,false,true,"No",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173452","Chichkheda","540827","Chichkheda",138,45,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173457","Gangalwadi","540810","Gangalwadi",566,337,52,true,true,true,"FPOs",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173488","Pachagaon","540807","Panchagaon",133,130,3,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173504","Waigaon","540787","Waygaon",460,276,148,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173469","Khedmakta","540758","Khedmakta",914,860,54,false,false,true,"No",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173500","Torgaon (Bk)","540730","Torgaon Bk.",536,507,12,false,false,true,"FPOs",false,false,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173451","Chougan","540781","Chaugaon",804,685,119,false,false,true,"No",true,true,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173451","Chougan","540832","Chichgaon",2,1,1,true,true,true,"Both",true,false,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173477","Maher","540759","Kharbi Makta",15,15,0,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173477","Maher","540760","Mayar",164,158,6,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173477","Maher","540761","Tumdi Mendha",9,9,0,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173476","Lakhapur","540756","Lakhapur",127,98,0,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173476","Lakhapur","540762","Saigata",144,141,3,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173456","Dighori","540732","Dighori",389,350,39,false,true,true,"No",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173503","Udapur","540770","Udapur",645,400,200,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237136","Boradha","540858","Bordha",221,204,4,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173436","Ekara","540844","Ekara",344,270,30,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173436","Ekara","540845","Arjuni",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173436","Ekara","540852","Bodra",113,87,26,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173436","Ekara","540853","Selada",18,9,9,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173465","Kahali","540751","Kahali",371,272,99,false,true,false,"FPOs",true,true,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173505","Wandra","540833","Wandra",436,250,186,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173466","Kanhalgaon","540749","Kanhalgaon",110,100,10,false,true,true,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173447","Bodhegaon","540861","Bodegaon",160,159,0,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173478","Maldongari","540767","Dhanoli Rith",1,0,0,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173478","Maldongari","540769","Maldongri",476,427,35,true,true,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173478","Maldongari","540782","Dhanoli Poha Chak",210,200,10,false,true,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173478","Maldongari","540783","Dhanoli Tukum",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173437","Aksapur","540834","Aksapur",167,155,12,false,true,true,"Both",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173437","Aksapur","540835","Powanpar",100,30,22,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173445","Bhuj","540841","Padmapur Tukum",172,128,44,false,true,true,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173445","Bhuj","540842","Bhuj Tukum",273,230,43,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173445","Bhuj","540843","Khatgaon",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173445","Bhuj","540854","Padmapur Chak",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","237137","Chichgaon","909016","Chichgoan Dohurli",431,388,43,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173491","Ranbothali","540792","Ranbothali",327,302,25,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173491","Ranbothali","540793","Nimgaon",1,1,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173491","Ranbothali","540794","Sawardand Chak",27,24,3,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173491","Ranbothali","540798","Gaidongari Tukum",67,60,7,false,true,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173491","Ranbothali","540799","Gaidongari Rith",1,1,0,false,false,false,"No",false,false,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173491","Ranbothali","540800","Katali Chak",48,45,3,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173479","Mangali","540803","Gawarla Chak",70,60,10,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173479","Mangali","540804","Mangli",280,250,30,false,true,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173480","Marar Mendha","540757","Marar Mendha",220,200,20,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173492","Ranmochan","540777","Ranmochan",390,383,7,false,true,true,"PACS",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173487","Pardgaon","540774","Paradgaon",404,380,24,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173502","Torgaon (Khurd)","540731","Torgaon Kh.",429,415,14,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173468","Kharkada","540778","Kharkada",476,474,2,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173440","Ballarpur","540855","Ballarpur Mal",198,192,5,false,false,false,"No",false,true,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173440","Ballarpur","540856","Chak Ballarpur",198,196,2,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173494","Saigaon","540829","Saigaon Tukum",221,217,4,false,true,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173494","Saigaon","540836","Belgaon Kh",65,40,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173494","Saigaon","540837","Murpar",195,145,50,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","540788","Telandongari",1,1,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","540789","Tulan Mal",260,248,12,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","540790","Dhamngaon",140,128,12,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","540795","Tulan Chak",1,1,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","540796","Tulan Mendha",160,152,8,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","540797","Surabedari",1,1,0,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173501","Tulan Mendha","909019","Wrarvethi Rith",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173462","Jugnala","540779","Jugnala",620,500,120,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173448","Chandgaon","540765","Hattilendha",25,20,5,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173448","Chandgaon","540766","Dudhawahi Chak",170,134,17,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173448","Chandgaon","540768","Beldati",134,105,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173448","Chandgaon","540784","Chandgaon",150,133,9,false,false,true,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173453","Chikhalgaon","540739","Chikhalgaon",510,150,260,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173438","Arher Nawargaon","540736","Ahernavargaon",1125,500,625,false,true,true,"No",true,true,true
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173442","Belgaon Jani","540727","Belgaon",291,291,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173442","Belgaon Jani","540728","Tapal",31,31,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173442","Belgaon Jani","540729","Deulgaon",107,105,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173450","Chak Bothali","540791","Chak Bothali",191,180,11,false,false,false,"PACS",true,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173486","Nilaj","540806","Nilaj",402,264,5,false,false,false,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173499","Talodhi (K)","540811","Talodi Kh",516,344,14,false,true,true,"FPOs",true,true,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540815","Khambada Rith",1,0,1,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540817","Parsodi",666,22,22,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540818","Shivsagar Gaonganna",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540819","Shivsagar Tukum",100,1,1,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540820","Rampuri",653,600,53,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540822","Koregaon Rith",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540824","Navegaon Kh",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173490","Rampuri","540846","Amla Rith",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4354","Brahmapuri","173467","Khandala","540750","Khandala",422,324,89,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4359","Korpana","173733","Dhanoli","541611","Dhanoli Tanda",191,54,42,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4359","Korpana","173733","Dhanoli","541612","Dhanoli",156,100,25,false,false,false,"Both",false,true,true
"2020","27","Maharashtra","473","Chandrapur","4359","Korpana","173727","Bakhardi","541641","Palgaon",172,35,35,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4359","Korpana","173727","Bakhardi","541643","Bakhardi",560,350,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4359","Korpana","173727","Bakhardi","541648","Palezari",125,25,25,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","473","Chandrapur","4359","Korpana","173768","Sheraj Kh.","541589","Seraj Kh.",115,36,34,false,false,false,"No",false,false,false
