Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Households (tot_hh),Farm Activity Households (farm_activity_hhs),Non-Farm Activity Households (non_farm_activity_hhs),Government Seed Centres Available (govt_seed_centres),Watershed Development Projects Available (watershed_dev_projects),Community Rainwater Harvesting Systems Available (community_rainwater_harvesting),Farmer Collectives Available (farmers_collectives),Food Grain Warehouses Available (food_grain_warehouses),Primary Processing Facilities Available (primary_processing_facilities),Custom Hiring Centres Available (custom_hiring_centres)
"2020","27","Maharashtra","500","Yavatmal","4631","Wani","194657","Aheri","543974","Aheri",327,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176185","Zara","546151","Zara",204,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","500","Yavatmal","4631","Wani","194730","Rasa","544024","Rasa",905,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","500","Yavatmal","4631","Wani","194757","Zola","543948","Zola",145,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","500","Yavatmal","4622","Ghatanji","194005","Khapri","543412","Khapri",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","490","Pune","4524","Velhe","186623","Pabe","556594","Pabe",263,263,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","490","Pune","4524","Velhe","186586","Dhanep","556588","Chapet",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175934","Selu","546348","Selu",357,200,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175945","Tuljapurwadi","546277","Wadi Tuljapur",51,48,2,false,false,false,"No",false,true,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175833","Akoli","546306","Akoli",601,500,100,false,false,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175833","Akoli","546312","Chincholi T. A.",20,20,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175836","Asegaon","546414","Asegaon",572,450,110,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175896","Mahagoan","546361","Mahagaon",233,180,30,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175879","Khandegoan","546310","Khandegaon",632,550,80,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175849","Dhabhadi","546388","Dabhadi",204,150,54,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175889","Kupti","546332","Kupti",305,201,27,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175890","Kurunda","546345","Kurunda",2623,1702,250,false,true,false,"No",true,true,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175948","Wakhari","546387","Wakhari",423,400,23,false,true,false,"FPOs",true,true,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175832","Adgaon","546276","Adgaon",1001,600,400,false,false,false,"No",false,true,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175907","Pimpalgaon","546292","Pimpalgaon Hajam",273,200,72,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175907","Pimpalgaon","546293","Sangmeshwar",1,1,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175851","Dagapimpri","546416","Dagadpimpri",90,50,30,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175839","Bhendegaon","546360","Bhendegaon",300,230,1,true,true,true,"No",true,true,true
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175949","Wapti","546331","Wapti",434,300,134,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175908","Palshi","546326","Palsi",325,280,45,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175925","Runj","546408","Runj T. Asegaon",300,250,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175943","Tembhurni","546304","Tembhurni",609,550,59,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175843","Borgaon","546398","Borgaon Kh.",104,100,4,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175874","Kanhergaon","546403","Kanhergaon",191,150,41,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175887","Kothari","546341","Kotharwadi",143,99,43,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175887","Kothari","546342","Kothari",278,190,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175877","Karanji","546269","Karanji",331,200,30,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175877","Karanji","546294","Nagapur",124,100,24,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175869","Jawala(B)","546327","Jawala Bk.",212,112,55,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175869","Jawala(B)","546328","Jawala Kh.",100,60,40,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175934","Selu","546347","Wartala",92,31,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176278","Taktoda","545796","Taktoda",475,400,75,false,true,true,"FPOs",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176228","Kadoli","545790","Kadoli",668,500,168,false,true,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176244","Limbala Aamdari","545745","Limbala Amdari",43,35,8,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176244","Limbala Aamdari","545746","Limbala Tanda",281,200,81,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176273","Sonsawangi","545730","Bamani Kh",81,51,30,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176273","Sonsawangi","545731","Sonsawangi",32,25,7,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176273","Sonsawangi","545783","Garkheda",75,50,25,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176205","Datala Bk","545772","Datada Bk",252,230,22,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176236","Kendra (Bk)","545794","Kendra Bk",620,500,40,false,true,true,"No",false,true,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176234","Kawatha (Bk)","545803","Kawatha Bk.",553,430,123,false,true,true,"PACS",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176267","Shegaon","545753","Shegaon",400,350,50,false,false,true,"FPOs",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176219","Hatala","545797","Hatala",480,400,80,false,true,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176263","Sapatgaon","545808","Sapatgaon",336,300,36,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176291","Watkali","545774","Watkali",545,500,45,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176294","Yeldari","545742","Yeldari",110,100,10,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176191","Ban","545708","Ban",292,200,92,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176231","Kapadsingi","545713","Kapadsingi",416,395,21,false,false,true,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176265","Sawarkheda","545719","Sawarkheda",186,170,16,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176265","Sawarkheda","545773","Suldali Kh",110,100,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176216","Goregaon","545789","Goregaon",2014,1500,471,false,true,false,"No",true,true,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176220","Hatta","545738","Hatta",524,450,15,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176220","Hatta","545747","Hatta Tanda",77,48,2,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176276","Sukali (Bk)","545764","Suldali Bk.",221,150,71,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176276","Sukali (Bk)","545766","Belkheda",29,10,19,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176208","Dhangarwadi","545759","Dhangarwadi",282,245,0,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176246","Lingdari","545824","Lingdari",235,200,35,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176201","Chikhalagar","545827","Chikhalagar",250,225,25,false,false,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176268","Singikhamba","545720","Shinagikhamba",375,300,75,false,false,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176282","Uti (Purna)","545728","Uti Purna",153,0,0,false,true,false,"No",false,true,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176230","Kahakar(Bk)","545756","Kahakar Bk",600,400,200,false,true,true,"Both",false,true,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176245","Limbala Hudi","545830","Limbala Hudi",123,100,23,true,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176245","Limbala Hudi","545831","Hudi",96,80,16,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176258","Pusegaon","545822","Pusegaon",1288,986,270,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176292","Wazar (Kh)","545709","Wazur Kh",213,78,130,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176195","Babhulgaon","545799","Babhulgaon",850,700,150,false,true,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176256","Patoda","545737","Patoda",610,57,43,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176196","Bhandari","545739","Bhandari",248,200,48,false,false,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176196","Bhandari","545740","Khairi",50,10,40,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176196","Bhandari","545741","Karla",20,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176255","Pardi (Po)","545818","Pardi",180,160,20,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176197","Borkhedee","545734","Borkhadi",115,1,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176197","Borkhedee","545735","Holgira",70,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176193","Bardapimpri","545710","Pimpri Barda",179,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176193","Bardapimpri","545711","Barda",200,155,45,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176286","Warudchakrapan","545811","Warud Chakrapan",600,100,40,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176280","Tandulwadi","545749","Tandulwadi",151,140,11,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176280","Tandulwadi","545750","Bodkha",107,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176290","Warudkaji","545820","Warud Saman",77,60,17,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176290","Warudkaji","545821","Warud Kaji",89,70,19,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176232","Karegaon","545769","Karegaon",176,150,26,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176259","Ridhora","545817","Ridhora",291,200,91,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176192","Bhankheda","545813","Bhankheda",484,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176210","Dhotra","545733","Dhotara",177,150,27,false,false,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176206","Datala Kh","545771","Datada Kh",234,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176279","Talni","545816","Talni Pra Narsi",1468,233,252,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176242","Kolsa","545804","Kolsa",527,60,40,false,false,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176198","Borkhadi","545724","Borkhadi",248,210,38,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176271","Shivani (Bk)","545768","Shivni Bk",234,200,34,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176224","Jamdaya","545832","Jamdaya",245,212,33,false,false,false,"No",false,false,true
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176223","Jamandh","545825","Jamb Andh",207,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176202","Chinchkheda","545743","Chinchkheda",140,100,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176221","Hiwarkheda","545723","Hiwarkheda",245,245,0,false,true,true,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176233","Kavardari","545802","Kawardadi",210,170,35,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176199","Brahmanwada","545787","Bramhanwada Pra Washim",352,215,55,false,true,true,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176269","Shindephal","545770","Shindephal",305,250,55,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176200","Bramhawadi","545828","Mangwadi",2,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176200","Bramhawadi","545829","Bramhawadi",860,700,160,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176213","Garkheda","545732","Garkheda",198,158,40,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176213","Garkheda","545782","Tapowan",72,62,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176203","Choundhi (Bk)","545800","Chondi Bk",246,229,7,false,true,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176188","Aajegaon","545758","Ajegaon",833,800,33,false,true,false,"No",false,true,true
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176178","Waranga T Nandapur","546168","Waranga Tarf Nandapur",587,400,187,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176125","Kupti","546221","Kupti",158,100,30,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176105","Jaroda","546194","Jaroda",163,150,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176069","Belthar","546205","Belthar",316,300,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176115","Kawada","546187","Kawada",300,230,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176171","Tuppa","546159","Tuppa",432,380,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176182","Yehelaegaon (G)","546180","Yelegaon (G)",394,350,42,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176110","Kalychiwadi","546228","Kalyachiwadi",105,80,25,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176082","Dandegaon","546245","Dandegaon",509,350,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176144","Potra","546185","Potra",600,550,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176143","Pimpri K","546219","Pimpri Kh.",246,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176108","Kadapdeo","546132","Sukli Valan",196,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176108","Kadapdeo","546134","Kadapdeo",123,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176108","Kadapdeo","546135","Dhanora S.",3,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176134","Nandhapur","546176","Nandapur",482,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176091","Donargaonpull","546212","Gangaon",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176091","Donargaonpull","546213","Dongargaon Pul",512,415,75,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176154","Salegaon","546173","Salegaon",490,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176183","Yehelaegaon (T)","546197","Yehelegaon Tukaram",911,500,200,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176067","Bour","546240","Baur",300,250,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176152","Rupur","546174","Rupur",269,150,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176095","Goulbazar","546147","Gaul Ba.",311,180,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176165","Sukliveer","546255","Sukliveer",500,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176156","Sawangi B","546154","Sadas Tarf Nandapur",415,400,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176107","Jamgawan T Jawala","546256","Jawala Panchal",733,700,30,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176145","Puyna","546167","Puyana",215,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176074","Bolda","546182","Bolda",264,200,64,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176167","Taroda","546139","Taroda",153,140,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176159","Selsura","546164","Selsura",342,315,22,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176139","Pardi","546191","Pardi",201,150,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176132","Morwad","546116","Khadkad Kh",32,20,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176132","Morwad","546119","Morwad",325,160,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176096","Ghoda","546195","Ghoda",449,344,20,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176141","Pethwadgao","546223","Dhardhawanda",80,70,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176141","Pethwadgao","546225","Pethvadgaon (N.V.)",450,440,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176158","Sandas T N","546170","Takalgavhan",60,0,0,false,false,false,"PACS",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176158","Sandas T N","546171","Sawangi",400,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176158","Sandas T N","546175","Chinchoti",200,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176113","Kanegaon","546218","Kanhegaon",261,150,80,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176078","Chikhali","546217","Chikhali",396,140,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176089","Digras T-Kondur","546207","Digras Tarf Kondur",242,200,42,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176101","Hiwara T Jawala","546266","Hiwara Tarf Jawala",605,600,5,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176128","Maldhawand","546242","Maldhawanda",199,180,10,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176131","Morgawaon","546123","Morgavhan",123,73,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176088","Digras B-","546258","Digras Bk.",410,400,5,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176175","Wai","546140","Wai",325,300,24,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176175","Wai","546141","Devdari",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176164","Sodegaon","546172","Sodegaon",352,150,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176077","Chafanth","546155","Chapnath",242,150,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176083","Dati","546231","Datti",455,400,55,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176118","Kharwad","546120","Kharwad",605,420,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176066","Babhali","546149","Babhali",415,400,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176124","Kumbharwadi T-K-","546234","Kumbharwadi",209,140,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176181","Yegaon","546198","Yegaon",110,100,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176177","Warangaphata","546250","Waranga Phata",807,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176114","Kasbedhawnd","546210","Kasabe Dhawanda",280,150,110,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176162","Shivni B","546150","Shiwani Bk.",240,230,10,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176065","Asolwadi","546130","Asolwadi",210,150,55,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176073","Bibgawhan","546144","Bibgavhan",75,30,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176087","Diggi","546121","Diggi",80,60,20,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176169","Telangwadi","546184","Telangwadi (N.V.)",141,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176148","Ramwadi","546127","Ramwadi",140,75,60,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176150","Renapur","546169","Renapur",102,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176099","Gundalwadi","546247","Guldalwadi",299,200,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176138","Palodi","546153","Palodi",291,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176119","Kilewadgao","546224","Kille Wadgaon",180,60,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176068","Belmandal","546196","Belmanda",340,300,40,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176136","Nawkha K","546148","Rahimapur",1,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176136","Nawkha K","546160","Naukha Tarf Kalamnuri",123,50,70,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176151","Rudrawadi","546222","Rudrawadi",175,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176063","A-Balapur","546214","Akhada Balapur",5000,3500,500,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176097","Gholwa","546157","Gholwa",272,250,22,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176153","Salapur","546259","Salapur",138,50,60,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176149","Redgaon","546260","Redgaon",247,90,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176103","Jambrun","546165","Jamrun",116,100,15,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176098","Gorlegaon","546179","Kharvi",1,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176098","Gorlegaon","546186","Gorlegaon",200,0,0,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176098","Gorlegaon","546209","Bibthar",80,0,0,false,false,false,"Both",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176140","Pavanmari","546241","Pawanmari",176,170,6,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176135","Narwadi","546193","Narwadi",234,110,100,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176117","Khaparkheda","546145","Khaparkheda",350,300,50,false,false,false,"No",false,false,false
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176094","Garolyachiwadi","546117","Garolyachi Wadi",160,50,80,false,false,false,"No",false,false,false
