Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Kutcha Wall & Roof Households (hh_kutcha_wall_roof),Kutcha Wall & Roof Households (%) (perct_hh_kutcha_wall_roof),PMAY Houses (pmay_house),PMAY Permanent Waitlist (pmay_permanent_wait_list),State Housing Scheme Houses (any_state_housing_scheme),State Housing Scheme Permanent Waitlist (any_state_housing_permanent_wait_list)
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183235","Patharde","550274","Patharde",20,8.81,15,14,15,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183197","Kankrale","550184","Kankrale",310,62.63,112,168,10,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183267","Vadner","550172","Vadner",50,7.5,100,100,178,85
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183203","Khakurdi","550171","Khakurdi",50,6.78,200,10,15,25
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183180","Garegaon","550164","Garegaon",199,66.78,40,90,20,15
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183225","Nardane","550297","Nardane",211,69.18,65,127,12,4
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183218","Malhangaon","550280","Malhanagaon",32,11.85,69,75,2,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183266","Vadgaon","550193","Vadgaon",400,43.91,60,89,120,291
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183163","Chondhi","550257","Chondhi",75,14.15,47,27,7,1
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183242","Ronze","550282","Roze",107,35.08,69,220,2,15
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183260","Tehare","550231","Tehare",347,23.93,440,440,45,86
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183256","Sonaj","550246","Sonaj",669,75.25,99,99,2,4
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183276","Zadi","550255","Zadi",140,16.18,15,259,18,10
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183178","Galne","550160","Galne",265,37.27,50,20,10,10
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183222","Nagzari","550159","Nagzari",90,67.16,60,10,25,50
"2020","27","Maharashtra","492","Ratnagiri","4541","Dapoli","187658","Panhalekazi","564914","Gavrai",0,0,0,0,8,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183262","Tokade","550199","Tokade",59,12.94,60,121,9,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183271","Valwadi","550166","Valwadi",96,31.48,70,24,45,112
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183195","Kalwadi","550290","Kalwadi",200,14.81,75,260,18,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183165","Dabali","550191","Dabli",50,11.63,36,35,7,410
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183220","Mungse","550232","Mungase",60,6.65,155,250,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183215","Manke","550208","Manke",46,23,37,52,7,150
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183215","Manke","550209","Dahikute",26,35.62,20,35,2,35
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183258","Takali","550247","Takali",236,20.27,82,58,82,54
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183177","Erandgaon","550256","Erandgaon",224,50.56,10,14,7,15
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183270","Valwade","550165","Valwade",170,34.76,210,292,18,252
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183166","Dahidi","550183","Dahidi",40,8.49,62,150,10,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183185","Gugulwad","550204","Gugulwad",95,27.14,86,86,2,86
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183254","Shirsondi","550248","Shirsondi",83,20.8,19,35,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183231","Nimshewadi","550167","Nimshevadi",75,33.63,45,30,6,1
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183231","Nimshewadi","550169","Tipe",20,11.7,17,0,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183231","Nimshewadi","550170","Mordar",48,28.24,20,10,30,2
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183213","Malgaon","550270","Malagaon",67,26.17,32,37,18,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183187","Hiswal","550286","Hiswal Bk",210,37.84,150,120,50,5
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183219","Mohpada","550200","Mohapada",50,23.81,8,14,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183151","Ajang","550219","Ajang",659,47.93,159,891,0,231
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183158","Chaukatpade","550275","Chaukatpada",50,28.57,30,42,5,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183268","Vajirkhede","550192","Vajirkhede",106,13.86,72,434,6,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183236","Patane","550235","Patane",630,47.37,240,171,250,171
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183172","Devarpade","550207","Devarpada",120,15.29,46,111,23,1
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183264","Virane","550162","Virane",220,45.74,70,32,4,139
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183176","Dundhe","550217","Dundhe",110,31.43,25,12,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183154","Bhardenagar","550178","Bharadenagar",45,23.2,75,105,10,25
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183233","Palasdare","550205","Palasdare",75,12.5,30,70,30,12
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183200","Kaulane (Ga)","550180","Kaulane (Galane)",100,24.69,60,100,50,50
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183216","Mathurpada","550265","Mathurpada",35,10.39,14,74,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183156","Bhilkot","550206","Bhilkot",160,47.48,34,40,4,2
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183207","Kukane","550186","Kukane",362,56.39,137,533,34,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183273","Varahane","550244","Varhane",44,6.72,19,204,2,12
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183273","Varahane","550245","Varhanepada",35,25.74,3,3,20,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183210","Lonwade","550195","Lonwade",65,22.26,23,14,9,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183167","Dahiwal","550291","Dahiwal",400,60.61,29,106,21,1
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183167","Dahiwal","550292","Bodhe",103,100,20,15,2,1
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183211","Lulle","550161","Lulle",200,68.26,35,206,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183265","Vadel","550185","Vadel",1000,66.71,215,363,45,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183243","Sajwal","550213","Sajvahal",400,65.57,80,142,7,3
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183228","Nimgaon","550268","Nimgaon",409,28.32,22,95,35,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183201","Kaulane (Ni)","550240","Kaulane (N)",92,11.76,20,50,5,4
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183179","Garbad","550168","Garbad",50,33.56,49,5,3,8
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183152","Astane","550198","Astane",349,57.21,101,102,10,377
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183202","Khadaki","550189","Khadaki",200,29.15,16,34,7,5
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183153","Belgaon","550224","Belgaon",30,14.56,20,10,0,178
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","295549","Savatawadi","550175","Sawatawadi",50,25,125,100,115,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183234","Pandhrun","550226","Pandharun",11,3.28,8,5,12,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183194","Kajwade","550156","Kajwade",78,15.57,154,25,160,25
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183194","Kajwade","550157","Rampura",40,28.78,11,0,11,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183168","Dapure","550288","Dapur",120,45.8,46,120,2,1
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183244","Sakur","550289","Sakur",178,50.14,42,50,8,50
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183277","Zodage","550203","Zodge",200,10.9,121,420,50,5
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183160","Chinchagavan","550296","Chinchagavhan",252,30.04,107,548,2,548
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183174","Dhavaleshwar","550227","Dhavali Vihir",300,17.44,76,141,10,2
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183174","Dhavaleshwar","909128","Dhavaeshwar",300,17.44,761,141,10,2
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183182","Ghanegaon","550179","Ghanegaon",150,45.32,160,72,15,25
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183237","Pimpalgaon","550222","Pimpalgaon",110,12.49,85,130,30,55
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183204","Khalane","550294","Khalane",39,25.66,15,29,0,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183272","Vanpat","550181","Vanpat",50,11.11,150,100,120,100
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183186","Hatane","550188","Hatane",150,31.58,70,4,9,0
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183239","Rajmane","550196","Rajmane",410,52.56,110,382,340,382
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183159","Chikhalohol","550211","Chikhalohal",201,34.66,159,36,139,480
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183208","Lakhani","550197","Lakhani",50,34.97,8,5,3,5
"2020","27","Maharashtra","487","Nashik","4485","Malegaon","183269","Wake","550236","Vake",200,48.19,55,20,10,15
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183910","Khamgaon","551529","Khamgaon",65,29.02,18,20,10,150
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183939","Pimpalkhute Bk.","551518","Pimpalkhute Bk.",90,51.14,12,58,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183932","Nimgaon Madh","551492","Nimgaon Madh",40,6.83,30,480,80,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183953","Talwade","551512","Talwade",60,13.33,10,350,18,100
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183953","Talwade","551513","Kautkhede",50,20,10,150,15,50
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183919","Mahalkheda (Patoda)","551489","Bhingare",80,45.2,4,3,2,2
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183919","Mahalkheda (Patoda)","551490","Mahalkhede Patoda",210,29.41,8,78,19,60
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183919","Mahalkheda (Patoda)","551491","Mahalkhede Chandvad",50,17.24,12,92,2,34
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183950","Shirasgaon (Lauki)","551418","Lauki Shiras",60,20,2,5,6,45
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183950","Shirasgaon (Lauki)","551419","Valadgaon",68,37.57,18,23,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183950","Shirasgaon (Lauki)","551420","Shirasgaon Lauki",100,25,15,70,30,39
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183879","Ankai","551413","Gorakhnagar",10,5.05,7,2,5,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183879","Ankai","551438","Ankai",38,12.75,18,24,12,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183879","Ankai","551439","Basantnagar",8,16,5,20,5,5
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183879","Ankai","909225","Vasantnagar",28,17.95,8,12,5,2
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183928","Nandur","551459","Nandur",10,2.59,6,35,10,15
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183875","Ambegaon","551407","Ambegaon",5,1.93,3,4,22,1
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183958","Visapur","551412","Visapur",70,19.44,10,290,1,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183887","Bokte","551526","Bokate",40,7.22,18,218,11,19
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183889","Chinchodi Ku","551494","Chichodi Kh.",28,7.24,16,45,26,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183889","Chinchodi Ku","551496","Badapur",35,16.13,16,28,0,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183904","Gujarkhede","551415","Gujarkhede",100,36.5,6,25,1,8
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183904","Gujarkhede","551470","Dhanakwadi",30,23.62,4,0,0,5
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183945","Satali","551488","Satali",15,6.25,30,150,40,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183883","Balhegaon","551466","Vadgaon Balhe",32,19.88,7,12,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183883","Balhegaon","551467","Balhegaon",20,5.93,42,17,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183871","Adgaon Chothava","551499","Adgaon Chothava",30,9.49,40,6,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183905","Jalgaon Neur","551432","Jalgaon Neur",40,7.21,223,105,27,18
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183892","Deothan","551522","Bhaykhede",33,42.86,16,55,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183892","Deothan","551523","Deothan",78,16.6,20,38,20,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183886","Bhulegaon","551521","Bhulegaon",48,9.6,47,350,20,100
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183941","Purangaon","551434","Purangaon",120,49.59,1,3,3,10
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183936","Patoda","551421","Dahegaon Patoda",25,10,20,56,10,25
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183936","Patoda","551422","Patoda",250,17.36,91,532,14,14
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183915","Kotomgaon Bk","551498","Kotamgaon Bk.",28,10.53,14,1,13,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183923","Mukhed","551436","Mukhed",60,6.45,12,2,8,1
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183894","Dhamangaon","551515","Dhamangaon",20,5.43,18,40,2,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183937","Pimpalgaon Jalal","551530","Pimpalgaon Jalal",235,79.12,18,40,25,1
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183896","Dhulgaon","551433","Shevage",22,22.45,3,24,19,24
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183896","Dhulgaon","551478","Dhulgaon",49,10.38,18,43,142,263
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183896","Dhulgaon","551486","Dahegaon Dhul",13,20.97,2,13,19,13
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183876","Andersul","551516","Andarsul",317,12.8,409,94,123,39
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183895","Dhamode","551458","Dhamode",44,8.12,16,88,15,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183900","Erandgaon Kh","551485","Erandgaon Kh.",37,9.05,8,37,3,8
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183924","Murmi","551410","Murami",143,71.5,5,38,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183890","Chinchodi Bk.","551484","Rayate",31,22.96,5,5,2,8
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183890","Chinchodi Bk.","551493","Chichodi Bk.",60,15.19,358,145,156,154
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183938","Pimpalgaon Lep","551427","Pimpalgaon Lep",37,9.87,3,273,6,3
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183893","Deshmane Bk","551429","Deshmane Bk.",30,6.19,18,265,2,265
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183893","Deshmane Bk","551430","Deshmane Kh.",25,18.52,2,125,30,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183888","Chandgaon","551440","Chandgaon",10,3.51,25,3,5,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183929","Naigavhan","551441","Naygavhan",150,42.86,20,6,40,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183873","Adsuregaon","551520","Adsuregaon",175,79.55,22,130,4,138
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183872","Adgaon Repal","551417","Adgaon Repal",138,29.3,10,133,2,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183885","Bhatgaon","551477","Antarveli",4,4,1,1,3,2
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183885","Bhatgaon","551479","Bhatgaon",100,48.31,16,16,0,5
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183885","Bhatgaon","551480","Dhanore",4,1.7,27,27,12,10
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183911","Kharwandi","551501","Devdari",37,27.01,31,45,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183911","Kharwandi","551502","Kharvandi",102,43.78,28,55,87,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183952","Suregaon Rasta","551524","Suregaon Rasta",217,48.65,23,49,3,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183914","Kolgaon","551456","Kolgaon",4,1.46,7,6,4,45
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183914","Kolgaon","551461","Vaibothi",3,1.44,16,8,5,26
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183912","Khirdisathe","551454","Khirdisathe",50,14.29,30,7,5,2
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183918","Kusur","551448","Kusur",150,33.78,30,32,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183880","Ankute","551449","Savkhede",37,23.42,17,14,1,37
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183880","Ankute","551450","Ankute",45,8.18,18,3,25,199
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183955","Undirwadi","551527","Undirwadi",45,6.42,30,390,55,10
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183922","Matulthan","551465","Matulthan",22,6.06,18,12,0,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183898","Dugalgaon","551528","Dugalgaon",20,9.85,12,28,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183884","Bharam","551509","Bharam",19,5.05,10,21,11,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183891","Deolane","551525","Deolane",120,28.24,25,15,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183940","Pimpri","551425","Pimpri",50,14.29,15,10,3,5
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183934","Panzarwadi","551507","Panjarwadi",293,82.3,11,11,4,11
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183931","Nilkhede","551409","Nilkhede",97,28.7,11,76,5,1
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183916","Kotomgaon Kh","551497","Kotamgaon Kh.",40,14.87,7,12,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183948","Savargaon","551475","Savargaon",194,20,12,5,32,35
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183948","Savargaon","551476","Gopalwadi (N.V.)",42,24,5,23,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183878","Angulgaon","551505","Angulgaon",50,5,24,250,150,11
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183881","Babhulgaon Kh","551481","Babhulgaon Bk.",15,4.82,12,45,6,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183881","Babhulgaon Kh","551482","Babhulgaon Kh.",16,4.98,12,28,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183946","Satare","551426","Satare",60,25,10,15,5,10
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183877","Agangaon","551483","Angangaon",13,2.9,3,17,2,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183921","Manori Bk.","551431","Manori Bk.",270,82.82,21,125,1,7
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183906","Jaualke","551428","Jaulke",5,2,48,48,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","259714","Devargaon","551474","Devargaon",38,11.73,19,37,29,183
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183949","Saygaon","551506","Saigaon",55,7.63,12,30,2,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183951","Somthandesh","551408","Somthan-Desh",10,1.75,23,7,25,3
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183926","Nagde","551468","Nagde",65,12.43,12,58,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183882","Balapur","551414","Balapur",56,33.94,34,10,1,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183882","Balapur","551471","Kasarkhede",21,20,6,12,4,3
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183903","Gavandgaon","551517","Gondgaon",280,37.14,31,18,29,4
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183920","Mamdapur","551455","Mamdapur",182,25.71,235,79,200,10
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183956","Vaghale","551510","Vaghale",41,13.58,41,0,41,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183909","Khairgavhan","551472","Tandulwadi",40,28.99,24,45,11,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183909","Khairgavhan","551473","Khairgavhan",40,22.22,28,49,11,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183957","Vikharni","551416","Vikharni",100,21.65,76,10,80,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183913","Kolam Bk","551504","Kolam Kh.",38,19.69,30,38,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183913","Kolam Bk","551508","Kolam Bk.",45,15.25,32,103,4,0
"2020","27","Maharashtra","492","Ratnagiri","4541","Dapoli","187601","Bhopan","564926","Kelil",0,0,0,0,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183942","Rahadi","551503","Rahadi",80,25.97,25,224,5,20
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183874","Aherwadi","551442","Aherwadi",110,65.87,16,45,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183874","Aherwadi","551447","Jaydare",55,28.65,10,22,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183874","Aherwadi","551452","Hadap Sawargaon",124,41.33,26,14,5,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183874","Aherwadi","551453","Lahit",48,35.04,8,22,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183907","Kanadi","551423","Kanadi",120,50.85,22,1,1,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183917","Kusmadi","551451","Kusmadi",260,59.36,14,24,2,32
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183902","Garkhede","551514","Garkhede",20,10.47,5,180,1,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183944","Rendale","551462","Rendale",24,11.11,2,5,3,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183944","Rendale","551463","Nyaharkhede Kh.",8,7.48,1,0,2,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183944","Rendale","551464","Nyaharkhede Bk.",5,2.44,2,0,2,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183908","Katarni","551411","Katarni",110,18,4,4,3,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183935","Paregaon","551495","Paregaon",32,7.64,26,0,4,1
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183947","Satyagaon","551437","Satyagaon",40,9.43,12,182,3,83
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183930","Nevurgaon","551435","Neurgaon",22,3.99,3,6,55,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183899","Erandgaon Bk.","551487","Erandgaon Bk.",128,27.35,9,128,6,12
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183927","Nandesar","551500","Nandesar",120,73.62,10,18,2,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183933","Panhalsathe","551445","Panhalsathe",17,9.44,4,12,15,2
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183933","Panhalsathe","551446","Pimpalkhute Tisare",109,41.92,5,15,22,22
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183943","Rajapur","551443","Somthanjosh",19,7.54,12,25,5,6
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183943","Rajapur","551444","Rajapur",85,8.06,42,450,89,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183925","Nagarsul","551457","Nagarsul",150,7.43,76,15,5,10
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183925","Nagarsul","551469","Mahalgaaon",30,8.57,15,5,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183954","Thangaon","551424","Thangaon",45,2.42,10,0,24,5
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183901","Ganeshpur","551460","Ganeshpur",135,77.14,13,0,0,0
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183897","Dongargaon","551511","Dongarogaon",40,10.99,9,280,2,5
"2020","27","Maharashtra","487","Nashik","4493","Yeola","183897","Dongargaon","551519","Pimpalkhute Kh.",62,47.33,9,78,3,6
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183120","Nalid","549849","Nalid",48,20.08,0,0,0,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183120","Nalid","549850","Bhandane {Pimpale}",3,1.25,0,0,0,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183120","Nalid","549855","Inshi",1,0.31,0,0,0,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183073","Bhagurdi","549879","Bhagurdi",62,33.33,35,45,8,8
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183073","Bhagurdi","549894","Dattanagar",43,37.07,20,25,2,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183108","Kosurde","549820","Bhakurde",72,49.32,23,20,0,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183108","Kosurde","549821","Kosurde",70,57.38,20,10,0,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183108","Kosurde","549823","Jamle (Hatgad)",73,89.02,12,25,18,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183130","Patvihir","549858","Patvihir",23,8.39,22,11,33,14
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183075","Bhendi","549918","Bhendi",168,33.94,42,117,9,1
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183099","Kalwan (Kd)","549913","Kalwan Kh",135,32.69,51,68,9,1
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183090","Gosarane","549811","Belbare",55,67.07,20,25,10,0
"2020","27","Maharashtra","487","Nashik","4484","Kalwan","183090","Gosarane","549869","Gosrane",60,32.43,30,25,1,0
