Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Kutcha Wall & Roof Households (hh_kutcha_wall_roof),Kutcha Wall & Roof Households (%) (perct_hh_kutcha_wall_roof),PMAY Houses (pmay_house),PMAY Permanent Waitlist (pmay_permanent_wait_list),State Housing Scheme Houses (any_state_housing_scheme),State Housing Scheme Permanent Waitlist (any_state_housing_permanent_wait_list)
"2020","27","Maharashtra","498","Wardha","4605","Ashti","192799","Sahur","533415","Ghatsur",0,0,0,0,0,0
"2020","27","Maharashtra","497","Thane","4590","Bhiwandi","191879","Dunge","552484","Dunge",0,0,25,0,0,0
"2020","27","Maharashtra","497","Thane","4589","Ambernath","191846","Savare","553070","Savare",0,0,0,0,0,0
"2020","27","Maharashtra","500","Yavatmal","4627","Ner","194345","Loni","541993","Shabaspur",0,0,0,0,0,0
"2020","27","Maharashtra","484","Nagpur","4451","Nagpur","180478","Shirpur","535813","Kavdimet",0,0,0,0,0,0
"2020","27","Maharashtra","491","Raigad","4532","Panvel","187094","Kanpoli","553379","Kanpoli",0,0,0,0,0,0
"2020","27","Maharashtra","494","Satara","4566","Patan","189934","Kolekarwadi","564402","Kolekarwadi",0,0,0,0,0,0
"2020","27","Maharashtra","494","Satara","4568","Satara","190231","Gove","563770","Gove",12,2.21,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4605","Ashti","192799","Sahur","533405","Borkhedi",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4605","Ashti","192799","Sahur","533419","Husnabad",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4611","Wardha","193214","Yesamba","534134","Dattapur",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4611","Wardha","193148","Bhiwapur","534153","Ambapur",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4611","Wardha","193148","Bhiwapur","534154","Bhawanpur",0,0,0,0,0,0
"2020","27","Maharashtra","481","Latur","4440","Udgir","179964","Kherda (Kh)","560967","Kherda Kh.",10,3.48,10,10,10,10
"2020","27","Maharashtra","498","Wardha","4611","Wardha","193188","Paloti","534184","Afzalpur",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4610","Seloo","193121","Rehaki","533969","Nababpur",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175966","Bondala","545854","Bondala",125,68.68,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175838","Balegaon","546315","Balegaon",95,21.02,20,20,20,20
"2020","27","Maharashtra","481","Latur","4436","Latur","179662","Niwali","560102","Niwali",110,9.98,4,66,14,66
"2020","27","Maharashtra","498","Wardha","4605","Ashti","192799","Sahur","533416","Nandora",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4611","Wardha","193188","Paloti","534187","Balapur",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4607","Hinganghat","192879","Bhiwapur","534508","Bhiwapur",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4610","Seloo","193100","Hingni","533901","Mohgaon",0,0,0,0,0,0
"2020","27","Maharashtra","498","Wardha","4610","Seloo","193100","Hingni","533925","Akoli",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175966","Bondala","545911","Dudheri",58,45.31,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4394","Kalamnuri","176136","Nawkha K","546148","Rahimapur",0,0,0,0,0,0
"2020","27","Maharashtra","481","Latur","4436","Latur","179667","Raiwadi","560160","Raiwadi",69,25.56,28,59,25,25
"2020","27","Maharashtra","467","Akola","4292","Akot","168974","Belura","529721","Belura",31,7.6,14,60,0,0
"2020","27","Maharashtra","467","Akola","4292","Akot","169042","Vastapur","529746","Januna",0,0,0,0,0,0
"2020","27","Maharashtra","467","Akola","4291","Akola","168886","Donwada","530027","Donwada",50,11.66,39,152,43,152
"2020","27","Maharashtra","477","Hingoli","4395","Sengaon","176189","Aamdari","545744","Amdari",1,0.79,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175870","Jawlat-Babhulgan","546380","Jawala Traf Babulgaon",140,73.68,40,50,45,30
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175870","Jawlat-Babhulgan","546381","Khandarban",50,61.73,20,10,10,28
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175869","Jawala(B)","546327","Jawala Bk.",22,10.38,3,2,21,2
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175869","Jawala(B)","546328","Jawala Kh.",35,35,2,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175877","Karanji","546269","Karanji",134,40.48,15,15,15,15
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175877","Karanji","546294","Nagapur",40,32.26,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175946","Waghi","546297","Waghi",90,37.34,5,15,3,2
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175899","Marlapur","546415","Marlapur",20,13.16,10,20,50,20
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175943","Tembhurni","546304","Tembhurni",400,65.68,65,300,150,5
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175919","Pimprala","546362","Pimprala",100,28.01,12,1,2,34
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175887","Kothari","546341","Kotharwadi",30,20.98,2,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175887","Kothari","546342","Kothari",41,14.75,25,25,10,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175866","Hayatnagar","546325","Hayatnagar",630,74.91,70,50,50,60
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175834","Amba","546349","Amba",200,22.2,20,20,24,32
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175834","Amba","546351","Pimpri",20,46.51,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175834","Amba","546353","Ambanath",1,100,1,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175834","Amba","546354","Ambala",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175895","Loan(B)","546385","Lon Bk.",92,27.79,92,92,11,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175933","Sawangwi(Bk)","546288","Sawangi Bk.",40,11.4,10,10,10,10
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175906","Nahad","546295","Nahad",160,39.7,20,20,20,20
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175843","Borgaon","546398","Borgaon Kh.",55,52.88,7,0,2,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175927","Renkapur","546384","Renkapur",57,25.79,40,50,50,30
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175945","Tuljapurwadi","546277","Wadi Tuljapur",31,60.78,5,2,5,5
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175850","Dagadgaon","546307","Dagadgaon",20,12.2,10,60,0,60
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175850","Dagadgaon","546368","Kallavi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175841","Borala","546365","Borala",47,11.41,12,12,10,23
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175920","Puyani(K)","546300","Puyani Kh",10,4.76,9,2,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175871","Jununa","546350","Jununa",110,81.48,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175940","Sunegaon","546417","Sunegaon",100,58.14,10,10,10,10
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175874","Kanhergaon","546403","Kanhergaon",31,16.23,14,12,13,11
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175840","Bhogoan","546320","Bhogaon",90,40.72,80,11,3,5
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175898","Malwata","546399","Chincholi Tarf Malavta",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175898","Malwata","546402","Malwata",100,15.36,28,20,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175898","Malwata","546404","Chandgavhan",10,12.5,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175930","Ranjana","546316","Rukhi",4,16.67,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175930","Ranjana","546317","Ranjana",190,36.96,90,40,22,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175935","Shindgi","546298","Shingi",51,56.67,21,10,9,40
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175846","Bramhangaon Bk.","546289","Brahmangaon Bk.",48,34.04,5,4,4,6
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175846","Bramhangaon Bk.","546290","Brahmangaon Kh.",50,31.85,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175912","Pardi(B)","546389","Pardi Bk.",200,32.15,20,25,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175873","Kalamba","546271","Kalamba",120,59.7,5,5,25,25
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175947","Wai","546352","Wai Tarf Dhamangaon",120,37.38,10,20,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175888","Kudala","546270","Sangnapur",6,25,3,3,0,3
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175888","Kudala","546301","Kudala",70,19.39,25,20,20,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175941","Takalgaon","546410","Takalgaon",160,44.44,5,5,5,2
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175880","Khambala","546334","Khambala",105,47.3,20,20,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175949","Wapti","546331","Wapti",120,27.65,8,120,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175907","Pimpalgaon","546292","Pimpalgaon Hajam",80,29.3,78,60,40,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175907","Pimpalgaon","546293","Sangmeshwar",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175934","Selu","546347","Wartala",16,17.39,10,0,9,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175934","Selu","546348","Selu",20,5.6,10,10,20,6
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175839","Bhendegaon","546360","Bhendegaon",180,60,4,200,11,58
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175851","Dagapimpri","546416","Dagadpimpri",20,22.22,5,7,4,3
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175879","Khandegoan","546310","Khandegaon",175,27.69,45,34,45,65
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175867","Hiradgoan","546296","Hiradgaon",18,12,10,5,16,12
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175833","Akoli","546306","Akoli",100,16.64,10,20,10,10
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175833","Akoli","546312","Chincholi T. A.",10,50,2,1,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175923","Rajapur","546413","Rajapur",16,6.4,3,14,2,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175868","Hiwara(Kh)","546418","Hiwara Kh",100,55.25,14,37,5,10
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175900","Marsul","546336","Marsulwadi Tanda",25,19.38,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175900","Marsul","546337","Marsul",50,26.46,9,0,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175860","Ganeshpur","546374","Ganeshpur",50,25,25,20,25,20
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175889","Kupti","546332","Kupti",40,13.11,25,4,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175925","Runj","546408","Runj T. Asegaon",50,16.67,1,2,5,50
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175872","Kagban","546376","Kagban",80,44.44,0,8,0,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175903","Mohagaon","546367","Barepurwadi",70,37.84,20,20,20,0
"2020","27","Maharashtra","477","Hingoli","4392","Basmat","175903","Mohagaon","546369","Mohagaon",35,50.72,20,20,10,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176046","Sarkali","545978","Sarkali",75,38.46,40,75,40,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175956","Balsond","545947","Balsond",25,2.39,3,5,20,150
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176044","Samaga","545933","Samga",70,12.5,20,25,15,45
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176032","Parda","545916","Parda",200,63.09,102,8,98,23
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175981","Durgasawagi","545879","Durgasawangi",300,57.14,14,50,14,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176031","Panghari","545935","Nawkha",15,14.85,6,4,3,8
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176031","Panghari","545971","Pangri",40,10.58,9,272,4,272
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175953","Ambheri","545926","Ambheri",140,52.04,1,1,10,44
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176023","Malhivara","545871","Malhiwara",310,71.1,12,188,14,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175976","Deualgoan Rama","545954","Deulgaon Rama",5,3.13,110,20,160,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175976","Deualgoan Rama","545975","Jamrun Jahagir",35,29.17,23,2,2,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176048","Sawa","545913","Sawa",65,20.19,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176014","Kherda","545873","Kherda",200,47.51,0,250,96,27
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176014","Kherda","545885","Kherdawadi",100,58.48,17,100,7,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175959","Belura","545863","Belura",112,31.46,3,5,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176055","Umra","545969","Umra",80,20,6,80,3,2
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176016","Lasina","545925","Lasina",6,1.4,4,310,42,75
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176004","Kanka","545924","Kanka",4,1.16,30,33,300,30
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176047","Satamba","545868","Satamba",35,8.24,1,40,75,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175983","Ghota","545983","Ghota",21,7.5,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176043","Sagad","545874","Dhanapur",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176043","Sagad","545875","Sagad",0,0,46,40,50,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176059","Waradi","545896","Waradi",41,22.78,15,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175957","Basamba","545919","Basamba",252,30.36,216,150,83,73
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175994","Jambhrun Tanda","545990","Jambharun Andhwadi",10,6.37,2,48,18,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176038","Pimpalkhuta","545922","Pimplekhuta",6,1.62,3,42,50,31
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176029","Pahani","545987","Paheni",12,1.9,2,3,15,3
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176029","Pahani","545988","Atharwadi",45,31.03,55,45,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175997","Kadati","545974","Kadti",75,29.41,75,8,8,53
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175987","Hiradi","545886","Hiradi",80,29.74,3,190,26,5
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176045","Santukpimpari","545967","Santuk Pimpari",284,73.96,0,284,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175979","Digras","545966","Digras K.",10,0.95,445,2,0,42
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175980","Digras Wani","545890","Digraswani",65,23.21,10,280,31,148
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176021","Lohara","545903","Lohra",95,47.5,100,95,95,95
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176039","Pimperkhed","545920","Pimparkhed",25,10.25,25,50,61,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176026","Nandura","545973","Nandura",44,30.99,0,14,5,3
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175992","Jaipurwadi","545865","Jaipurwadi",100,19.61,0,219,5,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175975","Devthana","545849","Kapurkheda",12,30,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175975","Devthana","545851","Devthana",50,23.58,12,56,13,102
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176054","Umarkhoja","545882","Umarkhoja",120,21.43,0,102,3,4
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176054","Umarkhoja","545883","Dhotra",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176054","Umarkhoja","545884","Sirsam Kh",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176015","Kothalag","545934","Kothalaj",25,7.2,19,60,130,13
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176030","Palsona","545881","Palsona",3,0.56,300,0,0,80
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176030","Palsona","545891","Yehlegaon Hatkar",3,5.66,47,0,18,29
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176030","Palsona","545899","Ganjapur",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176041","Rahole Kh","545950","Bukanwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176041","Rahole Kh","545956","Wanjarwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176041","Rahole Kh","545964","Raholi Kh.",1,0.7,1,2,20,5
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176020","Lohagaon","545992","Lohagaon",92,12.57,108,30,60,60
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176005","Karanjala","545991","Karanjala",45,16.01,0,122,3,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176010","Khanapur Chitta","545929","Khanapur Chi.",180,63.16,4,180,0,85
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176001","Kanadkheda Bk","545847","Kanadkheda Bk.",100,27.25,14,6,60,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175995","Jamthi Kh","545941","Jamthi Kh.",150,48.7,20,102,21,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176058","Wanzola","545848","Wanzola",135,75,15,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175955","Andharwadi","545945","Andharwadi",9,3.49,63,0,0,14
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176051","Sawarkheda","545928","Sawar Kheda",30,10.14,30,30,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175974","Chorjawala","545867","Chorjawala",50,10,50,400,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175968","Boralwadi","545970","Boralwadi",97,53.01,80,97,13,45
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176061","Yeli","545918","Yeli",20,7.41,56,0,35,78
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175952","Amla","545981","Amla",195,56.03,150,55,46,26
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176022","Maldhamani","545938","Maldhamni",395,79,70,18,0,5
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175988","Hivarabel","545930","Hiwara Bel",10,4.76,2,110,0,22
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175965","Bodkhi","545860","Bodkhi",11,8.8,10,11,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175970","Borja","545895","Borja",15,12.61,8,0,0,15
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175954","Ambala","545853","Ambala",80,23.32,1,219,0,11
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175954","Ambala","545957","Hingoli",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175960","Bhandegaon","545870","Bhandegaon",100,19.05,50,25,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176042","Rajura","545906","Dongi",15,75,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176042","Rajura","545908","Nandusa",10,5.56,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176042","Rajura","545910","Sayala",28,21.54,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176042","Rajura","545912","Rajura",12,7.5,10,8,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176042","Rajura","545917","Koyali",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176053","Takali E N","545937","Takli Tarf Nandapur",200,53.33,4,199,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176008","Khadkad Bk","545902","Khadkad Bk",40,16.26,5,40,43,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175989","Idoli","545982","Idoli",20,6.39,8,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176060","Warudgawali","545952","Warud Gawali",10,2.79,0,300,5,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175993","Jambhrun Andh","545989","Jamrun Andh",70,17.16,71,212,40,42
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175972","Chinchala","545862","Chinchala",65,54.17,5,0,5,5
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176003","Kanheragaon Naka","545841","Mop",45,15.57,5,30,0,30
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176003","Kanheragaon Naka","545842","Kanhergaon Naka",40,3.55,2,736,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176027","Narsi Namdeo","545985","Narsi",25,2.13,62,24,45,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175990","Incha","545942","Incha",157,39.25,9,275,145,275
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176007","Kesapur","545984","Kesapur",0,0,0,21,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176035","Pedgaon","545888","Pedgaonwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176035","Pedgaon","545905","Pedgaon",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175982","Gadibori","545897","Gadibori",94,48.45,0,0,90,2
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175978","Durgadhamani","545936","Durgdhamni",25,6.02,50,50,4,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175973","Chincholi","545909","Chincholi",150,42.86,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176050","Sawargaon Ban","545880","Khanapur",25,31.25,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176050","Sawargaon Ban","545893","Sandas Tarf Basamba",46,28.75,46,4,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176050","Sawargaon Ban","545894","Sawargaon",40,8.7,45,38,8,9
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176050","Sawargaon Ban","545898","Ghogartala",38,31.67,38,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176050","Sawargaon Ban","545900","Jaulka",15,33.33,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176050","Sawargaon Ban","545901","Tikhadi",36,17.14,36,36,5,9
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176025","Malwadi","545958","Malwadi",60,11.76,150,60,3,2
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176025","Malwadi","545959","Chikhalwadi",4,6.67,0,4,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175986","Hingani","545940","Hingni",35,8.33,2,5,2,5
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175961","Bhatsawangi Tanda","545877","Bhatsawangi Tanda",142,29.58,141,18,8,14
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176049","Sawad","545953","Sawad",100,23.04,5,2,1,3
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176024","Malselu","545866","Malselu",100,20,10,300,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175984","Gilori","545979","Giroli",46,46,46,46,46,46
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175963","Bhirda","545915","Bhirda",12,5.04,22,9,8,28
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175999","Kalgaon","545872","Kalgaon",43,11.78,25,30,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175967","Borala","545972","Borala",49,14.85,6,49,5,9
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175996","Jodtala","545887","Jodtala",50,20.83,20,25,2,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176052","Sirsam Bk","545889","Sirsam Bk.",52,12.32,13,3,45,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176056","Wadada","545859","Wadad",240,42.86,140,52,35,30
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176056","Wadada","545861","Ekamba",40,17.02,50,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175985","Hanawatkheda","545976","Hanwatkheda",12,6.35,3,104,15,6
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176037","Pimpaldari T B","545892","Pimpaldari Tarf Basamba",60,34.48,30,40,20,10
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176019","Limbi","545904","Limbi",14,6.48,2,91,14,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176019","Limbi","545907","Mauja",20,12.66,3,55,12,40
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176057","Vaijapur","545986","Vaijapur",42,23.33,3,8,3,2
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176018","Limbala Pw","545850","Charthana",35,77.78,5,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176018","Limbala Pw","545856","Limbala Pr.Washim",110,38.6,9,247,6,2
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176013","Khed","545939","Khed",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176033","Parola","545914","Parola",38,18.54,10,205,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176012","Kharbi","545943","Kharbi",135,66.5,125,22,8,22
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176012","Kharbi","545951","Belwadi",0,0,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","176009","Khambala","545944","Khambala",122,41.36,0,0,0,0
"2020","27","Maharashtra","477","Hingoli","4393","Hingoli","175958","Bhatsawangi","545878","Bhatsawangi",39,11.82,53,39,0,0
